p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
6.64408490174529e-20,7.03149243885391,0.302,0.058,1.22563434182495e-15,1,Magi1
1.17769868395492e-19,2.5034811655249,0.326,0.066,2.17250076229165e-15,1,Ncor2
1.33647846536595e-19,8.57882491476519,0.453,0.129,2.46540182506057e-15,1,Tcf4
1.38239070119255e-19,7.08836193037463,0.326,0.068,2.55009612648991e-15,1,Tns3
1.39912523005356e-19,8.79041852762774,0.558,0.188,2.5809663118798e-15,1,Calr
1.51631514468561e-19,2.58175306801719,0.547,0.179,2.79714654740155e-15,1,mt-Cytb
3.28429586413146e-19,3.5570995420029,0.465,0.131,6.05854058056331e-15,1,Maml2
4.24656971575877e-19,2.88920904260238,0.57,0.21,7.8336471546602e-15,1,Eif3a
6.41998076806004e-19,-11.5373435705254,0.407,0.107,1.18429385228404e-14,1,Hsp90aa1
1.01974881898542e-18,2.90817528091173,0.256,0.044,1.88113064638241e-14,1,Sh3rf1
1.06240091440605e-18,2.12442754241766,0.267,0.047,1.95981096680483e-14,1,Eif2s2
1.82244010542576e-18,3.90434998964319,0.314,0.066,3.3618552624789e-14,1,Vim
2.43647774024e-18,2.11579265546773,0.256,0.044,4.49457048742072e-14,1,Tpm1
2.64088676950847e-18,2.09714754263005,0.302,0.061,4.87164382371228e-14,1,Dip2c
7.09038887653168e-18,2.00524241141718,0.314,0.066,1.3079640360538e-13,1,Rpl41
8.86943674813236e-18,1.82599725866816,0.349,0.081,1.63614499692798e-13,1,mt-Nd2
1.05007952421873e-17,-1.72727228249921,0.558,0.208,1.93708169832629e-13,1,Hnrnpu
4.14673893475667e-17,-25.0626851738651,1,0.983,7.64948931294563e-13,1,Malat1
7.49330631849616e-17,2.1081829264741,0.291,0.061,1.38229021657299e-12,1,Exoc6b
8.28541040267767e-17,2.55130171328639,0.326,0.075,1.52840965698195e-12,1,Actn4
2.32969238869197e-16,0.914580160361375,0.477,0.159,4.29758354942008e-12,1,Fndc3b
2.76521957789144e-16,-0.57389621310577,0.256,0.049,5.10100055533634e-12,1,Ccdc88a
4.19813682079054e-16,2.55227786511591,0.267,0.054,7.7443029933123e-12,1,Eif4a1
4.20544784637718e-16,2.71698543273502,0.256,0.05,7.75778964221199e-12,1,Zfand5
7.1425307120433e-15,4.06038228959239,0.279,0.062,1.31758264045063e-10,1,P4hb
7.95083655775165e-15,10.9136762322961,0.535,0.214,1.46669081980845e-10,1,Gm47283
8.91128948299086e-15,121.640267915496,1,1,1.64386557092732e-10,1,Cmss1
9.6591764854508e-15,2.0468043288562,0.256,0.054,1.78182828627111e-10,1,Hdlbp
1.27443316365571e-14,1.64279812349904,0.314,0.078,2.3509468569957e-10,1,Ywhae
1.97196702012516e-14,2.25531089866334,0.349,0.098,3.63768756202488e-10,1,Rpl13a
4.58138932401597e-14,1.3164312403988,0.477,0.165,8.45128888601227e-10,1,Plec
4.64548044310718e-14,4.94016430432205,0.372,0.112,8.56951777339981e-10,1,Snd1
9.07695074343162e-14,2.09194647169713,0.349,0.1,1.67442510364083e-09,1,Serbp1
1.04821820624466e-13,-0.697362496821615,0.302,0.077,1.93364812505953e-09,1,Ldlrad4
1.22584771531451e-13,1.30358939551816,0.337,0.092,2.26132128044068e-09,1,Fto
1.55823939270302e-13,3.46418014061925,0.302,0.079,2.87448420771927e-09,1,Sptan1
1.59495917276125e-13,1.49845726073954,0.302,0.078,2.94222118599267e-09,1,Map4
1.61575273824158e-13,1.92454151436174,0.256,0.057,2.98057907623424e-09,1,mt-Nd6
2.13227930344663e-13,1.7313808185295,0.733,0.384,3.933415631068e-09,1,Rbm25
2.21904702873769e-13,6.54761745459286,0.5,0.195,4.09347605391242e-09,1,mt-Nd5
2.36753268652633e-13,3.36759602844694,0.512,0.187,4.36738754683512e-09,1,Fus
2.4608703766645e-13,3.41262913462637,0.337,0.097,4.539567583833e-09,1,Lncpint
4.69030188858561e-13,2.58367778598175,0.372,0.115,8.65219989387388e-09,1,Eif1
5.19102751543288e-13,1.59957312691673,0.36,0.11,9.57588845771904e-09,1,Eef2
7.58855550450482e-13,2.09737458168739,0.256,0.061,1.399860833916e-08,1,Ssb
8.53521480220356e-13,7.38200437465229,0.5,0.208,1.57449107456249e-08,1,Macf1
8.69369642901789e-13,0.714533386136873,0.535,0.213,1.60372618026093e-08,1,Snrnp70
8.78630737437251e-13,2.60393009660828,0.395,0.134,1.6208101213505e-08,1,Eif5b
1.04393094049724e-12,1.61411661227363,0.267,0.066,1.92573940593526e-08,1,Hspa8
1.06841994714289e-12,1.36647700167126,0.267,0.064,1.9709142764945e-08,1,Xrn2
1.62379354461902e-12,10.3101229461712,0.442,0.159,2.99541195175872e-08,1,Map4k4
1.6316585488993e-12,1.98726227988884,0.36,0.111,3.00992052515454e-08,1,Pabpn1
1.64253976572674e-12,1.64126357457221,0.291,0.076,3.02999310583612e-08,1,Hnrnpa1
2.30523419483613e-12,4.14966378360373,0.407,0.141,4.25246551921421e-08,1,Birc6
2.81054750571875e-12,2.082742012476,0.267,0.068,5.18461698379938e-08,1,Septin7
2.88920477114581e-12,-2.60385167211575,0.942,0.819,5.32971604133268e-08,1,Filip1l
3.93143686037062e-12,0.814840151071934,0.535,0.227,7.25232157632568e-08,1,Anp32b
5.88672119779467e-12,1.25879414276945,0.291,0.079,1.08592345935718e-07,1,Snx4
8.79690030394368e-12,20.2471959053656,0.453,0.183,1.62276419906849e-07,1,Hsp90b1
9.10469665894201e-12,4.92351601373805,0.349,0.115,1.67954339267503e-07,1,mt-Nd1
1.71575466843838e-11,1.94070610033869,0.314,0.093,3.16505263686828e-07,1,Syncrip
1.92390040291945e-11,0.403951025811182,0.663,0.329,3.54901907326551e-07,1,Ptma
2.29180420758855e-11,1.61558020476704,0.337,0.106,4.2276912217386e-07,1,Ubr5
3.88395061251876e-11,2.3201643909501,0.314,0.097,7.16472369491336e-07,1,Chst11
4.21733628940454e-11,17.7398653216774,1,0.999,7.77972025306455e-07,1,mt-Rnr1
4.31928337420834e-11,62.4864067923624,0.977,0.971,7.96778204040212e-07,1,Camk1d
4.62089417676628e-11,3.65364066216904,0.279,0.079,8.52416348788076e-07,1,Ank
4.83537338185245e-11,2.22228466619747,0.256,0.069,8.91981327750321e-07,1,Sqstm1
8.04667520740676e-11,3.55717955332137,0.349,0.119,1.48437017551032e-06,1,Morrbid
9.1461177985114e-11,4.37151304518767,0.349,0.118,1.6871843502914e-06,1,Pecam1
1.31316021555523e-10,2.03223998326301,0.337,0.115,2.42238664963473e-06,1,Vmp1
5.11072889180066e-10,3.90777188501471,0.256,0.075,9.42776158670468e-06,1,Pdlim5
6.39501107520028e-10,0.932648958134294,0.36,0.129,1.1796876930422e-05,1,Ftl1
8.17161156094922e-10,-12.6004677805492,0.884,0.649,1.5074171846483e-05,1,Il31ra
2.51821972029283e-09,8.41712399695981,0.337,0.125,4.64535991802419e-05,1,Myo1d
3.00191588895067e-09,1.68370993002019,0.279,0.09,5.5376342403473e-05,1,Bclaf1
3.01614358586051e-09,1.16745750506384,0.314,0.106,5.56388007283689e-05,1,Srek1
3.10587462400393e-09,3.59156288580116,0.36,0.141,5.72940691890004e-05,1,Zeb1
3.67573572432174e-09,-7.7516662088351,1,0.995,6.78062969065631e-05,1,Gm19951
4.18449710473984e-09,5.09268326118318,0.291,0.1,7.71914180911358e-05,1,Myo1e
4.91561316737724e-09,19.2084349240015,0.988,0.999,9.06783160986079e-05,1,mt-Rnr2
5.17031835580716e-09,0.640040040937866,0.465,0.21,9.53768627095746e-05,1,Prrc2c
6.69419502988826e-09,2.94194038041371,0.302,0.107,0.000123487815716349,1,Cnot4
1.11985965756306e-08,3.74683538947721,0.314,0.112,0.000206580511030657,1,Srsf11
1.14238316438945e-08,1.37903557093974,0.384,0.155,0.000210735422334921,1,Ankrd17
1.2568268306781e-08,1.31262414802164,0.267,0.087,0.00023184684545519,1,Prpf40a
1.79135287683393e-08,2.40569002524211,0.256,0.083,0.000330450865189555,1,Ino80
1.84836782513809e-08,1.63953177309201,0.326,0.126,0.000340968412703224,1,Csnk1a1
2.2768218856844e-08,1.58215718414255,0.256,0.083,0.000420005333252202,1,Dlg1
2.41655068797851e-08,2.51627780325327,0.337,0.134,0.000445781105411396,1,Rock2
2.563255480766e-08,1.74495059414856,0.43,0.188,0.000472843738536903,1,Chd4
3.13428137759421e-08,2.06701577626369,0.267,0.092,0.000578180885724804,1,Gnas
3.9983560025085e-08,1.0536068124932,0.267,0.09,0.000737576731782743,1,Nufip2
4.7594724427645e-08,1.91612315067985,0.302,0.112,0.000877979881516767,1,Sf1
5.71373164205519e-08,2.10377316674832,0.256,0.086,0.00105401207600992,1,Rps9
6.97295096845454e-08,2.18543394064501,0.326,0.132,0.00128630026515081,1,Zfhx3
8.49777081996427e-08,1.54683283609216,0.256,0.086,0.00156758378315881,1,Dync1h1
1.03447720490404e-07,6.00495351984778,0.349,0.143,0.00190830009988648,1,Trip12
1.26644791230138e-07,1.17615650114414,0.267,0.095,0.00233621646382236,1,Kif5b
1.36467238998697e-07,1.38245106363447,0.267,0.097,0.00251741115780896,1,Klf6
1.54022292301297e-07,7.55482866765351,0.279,0.102,0.00284124922608202,1,Agap1
1.66281632772485e-07,-2.86652976432601,0.523,0.284,0.00306739727975403,1,Jund
1.9619356560489e-07,1.74586481955501,0.36,0.151,0.0036191827047134,1,Hnrnph1
1.96607660672251e-07,1.25771950785279,0.267,0.095,0.00362682151642102,1,Hnrnpk
2.11710801251746e-07,1.81584337806411,0.419,0.199,0.00390542915069096,1,mt-Co1
2.16834827481586e-07,1.10778269912586,0.302,0.116,0.00399995206255282,1,Ets1
2.55311280860103e-07,1.86957751808118,0.384,0.166,0.00470972719802632,1,Wwox
2.57713736391635e-07,0.541406198680794,0.395,0.172,0.00475404529521648,1,Sfpq
2.80354687772677e-07,1.99533328396323,0.349,0.152,0.00517170292534256,1,Ewsr1
4.77023855963566e-07,5.09743171776555,0.279,0.107,0.00879965907095989,1,Trps1
4.77620088593305e-07,-4.33476359167943,0.151,0.415,0.00881065777428069,1,Dock2
4.78551371694225e-07,2.16533613529216,0.314,0.132,0.00882783715364336,1,Nfkb1
5.05180916887272e-07,1.07548590314994,0.267,0.099,0.00931907237381951,1,Rsrc2
5.34776782391028e-07,2.55347796535534,0.302,0.121,0.00986502730476729,1,Slc38a2
6.06477030689266e-07,0.757965981208414,0.267,0.098,0.0111876817851249,1,Ranbp2
7.1817288694939e-07,0.768675245620913,0.279,0.107,0.0132481352455554,1,Prkca
7.3915116346188e-07,1.44719242190789,0.267,0.101,0.0136351215123813,1,Wdr33
7.73204057796724e-07,1.67011978548618,0.349,0.156,0.0142632952541762,1,Hnrnpc
9.09996823667746e-07,3.40356842378547,0.279,0.11,0.0167867114061989,1,Tcf12
1.1404789086174e-06,1.60271866702158,0.256,0.097,0.0210384144272651,1,Sltm
1.3853019046489e-06,1.24804290375063,0.256,0.097,0.0255546642350582,1,Ubr3
1.53049653699942e-06,0.544735747326275,0.5,0.279,0.0282330696180282,1,Hnrnpa2b1
1.59307380465939e-06,0.60780215654456,0.291,0.116,0.0293874324745517,1,Prrc2b
1.59581149788792e-06,0.739443700964445,0.267,0.102,0.0294379347015385,1,Arglu1
1.67097236633783e-06,3.452208271349,0.535,0.326,0.030824427241834,1,Jarid2
1.97796616473117e-06,0.775168153787587,0.302,0.131,0.0364875418407959,1,Zbed6
2.26808313371745e-06,-24.502057470095,0.105,0.35,0.0418393295676858,1,S100a8
3.06302664629514e-06,0.826859487701502,0.326,0.148,0.0565036525442065,1,Huwe1
3.08978476117843e-06,4.10245041947697,0.256,0.099,0.0569972594894585,1,Taok1
3.10681940196973e-06,-6.51454708773144,0.081,0.322,0.0573114975081356,1,Itgam
5.04327255964362e-06,-25.7953294021099,0.151,0.383,0.0930332489077458,1,Tmem131l
5.24873666484862e-06,-Inf,1,0.997,0.0968234452564625,1,Lars2
6.05881803683196e-06,2.05880336844922,0.314,0.146,0.111767016325439,1,Usp34
6.63799314956922e-06,1.18451312315858,0.291,0.125,0.122451059630103,1,Ddx46
7.02420288854402e-06,1.68393359437861,0.349,0.173,0.129575470684972,1,Mbnl2
7.57128395672953e-06,0.618927476012083,0.256,0.101,0.13966747514979,1,Skil
7.87232596414012e-06,1.00792259091593,0.291,0.125,0.145220797060493,1,Prrc2a
8.21386299509722e-06,1.84287077048229,0.337,0.153,0.151521130670558,1,Mycbp2
9.13401080528814e-06,2.51466667454344,0.326,0.152,0.16849509732515,1,Zmiz1
1.05258886804979e-05,0.664308616166187,0.36,0.175,0.194171068489145,1,Rabgap1l
1.14811141874802e-05,-4.63270034635042,0.116,0.339,0.211792113416447,1,Syk
1.32192823268374e-05,1.50579375371905,0.256,0.109,0.24385610108317,1,Gm48099
1.35646029004062e-05,1.93643831673783,0.36,0.178,0.250226229703793,1,Srsf5
1.41079561916013e-05,-4.17446826949337,0.326,0.154,0.260249467866469,1,Zc3h13
1.66325366447189e-05,1.63805033965721,0.279,0.121,0.30682040348513,1,Ppp6r3
1.79400551848922e-05,0.60650224324284,0.267,0.115,0.330940197995706,1,Fbxl17
1.97343462530001e-05,1.53633592340566,0.267,0.115,0.364039485329093,1,Rbbp6
2.16123115370715e-05,-15.3581701232415,0.14,0.36,0.398682310924357,1,Dennd4a
2.20218083736755e-05,1.69692647769883,0.279,0.126,0.406236299069192,1,Tpr
2.21817670389971e-05,-2.57541749446831,0.058,0.261,0.409187056568379,1,Slc12a6
2.59851026415004e-05,3.06071077804051,0.337,0.167,0.479347188427757,1,Ubr4
2.73850558959411e-05,2.21554079368299,0.279,0.128,0.505172126112425,1,Ambra1
2.74954883800442e-05,4.02864430257722,0.326,0.164,0.507209274146675,1,Exoc4
3.16390074090334e-05,1.74141973321054,0.291,0.137,0.583644769674439,1,Eif4g2
3.52995891422684e-05,-60.1393072444488,1,0.994,0.651171520907426,1,Gphn
4.12860752011107e-05,0.836146376556455,0.43,0.25,0.76160422923489,1,Scarna2
6.64328771245338e-05,-20.8670855069882,0.081,0.267,1,1,Specc1
7.10592786513016e-05,-2.51677880778035,0.07,0.259,1,1,Cd47
7.30298218282278e-05,-0.816690995342233,0.186,0.388,1,1,Lyn
7.63738747698715e-05,-3.60834104770754,0.081,0.273,1,1,Ptprc
0.00010492063381762,2.4111123726277,0.279,0.135,1,1,Mef2a
0.000114324355420052,-5.24096303161899,0.105,0.289,1,1,Wdfy4
0.000120476058873225,1.40122453947971,0.291,0.145,1,1,Zswim6
0.000124725504403375,1.0025159009765,0.36,0.198,1,1,Kmt2e
0.000133491240608712,1.96959820531526,0.314,0.167,1,1,Pum1
0.000138904779024028,1.62865097167546,0.256,0.119,1,1,Ggnbp2
0.000146028205016885,0.688978700168248,0.256,0.123,1,1,Kdm6b
0.000176663381946135,-2.44765904702742,0.163,0.351,1,1,Arhgap15
0.000194308323389671,0.589830196143998,0.267,0.128,1,1,Epb41l2
0.000200272665922741,0.463600464765305,0.279,0.142,1,1,Xist
0.000204188463872139,-0.537465740675245,0.279,0.131,1,1,Rai1
0.000209364389592832,-8.59030183201196,0.081,0.258,1,1,Lcp1
0.000261818037163739,0.973049703532909,0.36,0.201,1,1,Jmjd1c
0.0002660012711548,-230.37665878418,0.221,0.393,1,1,Hba-a1
0.000269072911232172,-11.3717430386661,0.105,0.272,1,1,Slc4a1
0.000273848660263418,5.63770192576505,0.395,0.227,1,1,Btbd9
0.000291536543218509,-1.44221537638163,0.093,0.272,1,1,Mir142hg
0.000326761098474386,-26.5716645163132,0.174,0.341,1,1,Ngp
0.00034202597038114,-2.72169498489944,0.256,0.123,1,1,Atp2b1
0.000382252896493099,-4.52109846733867,0.163,0.35,1,1,Prkcb
0.000413581405004316,-12.522437642996,0.663,0.489,1,1,Gm15564
0.000417971978714171,-1.52387932123031,0.628,0.444,1,1,Fgfr2
0.000494269242006683,1.59205106922598,0.302,0.16,1,1,Stag1
0.000496766684256034,0.88807288867867,0.291,0.153,1,1,Eif5
0.000528652804411462,0.938237287302159,0.291,0.156,1,1,Gse1
0.000532316061973019,0.912504063387025,0.465,0.298,1,1,AY036118
0.000569301845147577,3.87051423968395,0.372,0.226,1,1,Eif4g3
0.000655235427775685,-15.0541154422065,0.163,0.331,1,1,Thbs1
0.00070296606296474,1.56898315172036,0.279,0.151,1,1,Rbms1
0.000790969899953386,0.272502870141449,0.267,0.14,1,1,Utrn
0.000919456912867105,0.776977034843182,0.291,0.164,1,1,Top1
0.000941223635062666,-13.06350856621,0.14,0.299,1,1,Lyst
0.000972803135363727,1.42597658440877,0.256,0.132,1,1,Stat3
0.00101522216079684,0.873237584021581,0.326,0.192,1,1,Rere
0.00111887315363418,6.60193088049251,0.512,0.353,1,1,Neat1
0.0012182332281525,-3.27441736052742,0.174,0.344,1,1,Ripor2
0.00135299716931671,2.10204161063947,0.267,0.148,1,1,Kdm5a
0.00139935512817996,-20.0346435507092,0.163,0.313,1,1,Epb41
0.00146790818640779,0.513141683767576,0.279,0.154,1,1,Tnrc18
0.00161827566468986,4.13116753953253,0.267,0.148,1,1,Hnrnpa3
0.00162689189139445,-12.621075941526,0.174,0.327,1,1,Aff3
0.00166854127441082,-53.1063089240795,0.163,0.307,1,1,Atg4a
0.00177116763145209,-81.4872786900364,0.453,0.545,1,1,S100a9
0.00194135147004021,1.88188220195693,0.267,0.153,1,1,Hmgb1
0.00195780445854287,10.1990251655423,0.267,0.154,1,1,Abi1
0.00210548144498317,-6.61850620534393,0.116,0.266,1,1,Ncf2
0.0022019799269093,2.07843958771359,0.256,0.141,1,1,Luc7l3
0.00235711449111106,2.1402628096019,0.407,0.286,1,1,Ppp3ca
0.00247125579738738,-2.30399376426618,0.372,0.229,1,1,Atxn1
0.0028270969524969,0.974576054018604,0.384,0.254,1,1,Acin1
0.00292311373584312,0.74912294232676,0.279,0.16,1,1,Ash1l
0.00316106286502314,4.49212836025575,0.256,0.142,1,1,Arl15
0.00317370310997094,-33.8320527191115,0.198,0.324,1,1,Ltf
0.00335971331099044,1.17536720924855,0.279,0.165,1,1,Tmtc2
0.00347962888812088,-0.35715565560112,0.256,0.138,1,1,Kdm2a
0.00353934154945442,1.00489803046392,0.291,0.173,1,1,Clint1
0.00390232869047956,-6.14717058148707,0.186,0.317,1,1,Mtmr3
0.00449148753848805,-0.317781904034293,0.279,0.165,1,1,Actn1
0.00586871811354072,0.486222583179842,0.267,0.154,1,1,Lrrfip1
0.00609507627481324,1.31645327623089,0.314,0.196,1,1,Chd7
0.00611417712331273,-3.18299833371865,0.151,0.282,1,1,Msra
0.00640973025728293,-0.5276167248852,0.267,0.154,1,1,Fmnl2
0.00657480184078373,0.963934994415526,0.372,0.26,1,1,Zfand3
0.00657642974316561,-1.39961162270441,0.302,0.193,1,1,Etv6
0.00721371645630012,0.367075785455906,0.267,0.158,1,1,Srcap
0.00737728490372326,-4.49826956553812,0.384,0.265,1,1,Cd44
0.00826513969033862,-2.3108380648293,0.174,0.302,1,1,Plcl2
0.00873834094127079,-31.3550798893464,0.314,0.415,1,1,Bach2
0.00937824025525342,0.570546168857598,0.36,0.254,1,1,Srrm2
2.39968222154853e-97,4.7411748231746,0.333,0.007,4.42669379409058e-93,2,Dntt
4.24156406412518e-88,10.9442877838849,0.742,0.069,7.82441322909172e-84,2,Lef1
6.23509144706268e-71,5.61096943242114,0.5,0.034,1.15018731923965e-66,2,2900026A02Rik
1.08251916819372e-57,32.8241618333246,0.545,0.057,1.99692310956696e-53,2,Auts2
1.17350341178027e-53,3.25986684738945,0.318,0.017,2.16476174371106e-49,2,Plxdc1
3.16334932199783e-52,4.24154067272052,0.621,0.082,5.8354304942894e-48,2,Erg
2.43191144560314e-46,5.02595302381889,0.439,0.043,4.48614704370412e-42,2,1700027J07Rik
6.99738752144742e-42,2.90682966846644,0.364,0.031,1.29080807608141e-37,2,Dock9
6.7561068641652e-30,2.27055196128413,0.652,0.158,1.24629903323256e-25,2,Maml3
4.61071446741417e-28,3.13248463801241,0.545,0.107,8.50538497803892e-24,2,N4bp2
7.61785769484024e-28,7.25272235514083,0.439,0.075,1.40526620896718e-23,2,Ldlrad4
2.43193870265236e-27,17.1452848239721,0.879,0.361,4.48619732478281e-23,2,Ebf1
1.9758653073688e-26,2.79273976265187,0.273,0.029,3.64487873250322e-22,2,Tspan13
5.00219385790123e-25,1.84430813694878,0.848,0.307,9.22754700967039e-21,2,Aff3
1.35180788958711e-21,10.7441322556434,0.652,0.199,2.49368001392134e-17,2,Smarca4
2.14110827858243e-21,2.01382084425329,0.667,0.197,3.94970244150101e-17,2,Blnk
4.00407439171149e-19,2.10747590487778,0.318,0.054,7.38631603039018e-15,2,Esr1
6.07667682381016e-19,1.39184140512338,0.667,0.236,1.12096457368826e-14,2,Foxn3
1.16935863682469e-18,-1.14444568223975,0.545,0.149,2.15711587735051e-14,2,Cerk
3.04939527292882e-18,4.00984499944533,0.485,0.122,5.6252194599718e-14,2,Hivep2
4.7165985084593e-18,3.03905088402944,0.348,0.067,8.70070926855487e-14,2,Phactr2
6.10020125661907e-16,3.5974037673394,0.318,0.063,1.12530412580852e-11,2,Rasgrp2
8.36638701670381e-16,2.48518043894809,0.455,0.128,1.54334741297135e-11,2,Rai1
9.9372672794606e-16,1.61431190339057,0.394,0.093,1.8331276950421e-11,2,Cep250
3.31533461005087e-15,3.13143434606751,0.303,0.06,6.11579775516084e-11,2,2610307P16Rik
3.58326224929739e-15,1.78745809483793,0.273,0.049,6.6100438712789e-11,2,Kat2b
4.29074851031358e-15,1.85600879555692,0.318,0.065,7.91514377697546e-11,2,Dpp4
6.33685123314248e-15,2.61693918460159,0.47,0.137,1.16895894697779e-10,2,Mgat5
1.33645058790334e-14,3.01002764304821,0.333,0.074,2.46535039950529e-10,2,Ankrd33b
1.56145001034175e-14,1.91703506275627,0.53,0.174,2.88040683407743e-10,2,Gm45837
1.74619003566731e-14,1.8036449064355,0.333,0.074,3.22119675879549e-10,2,Coro7
1.04460072266376e-13,6.46294086845309,0.697,0.298,1.92697495309783e-09,2,Inpp5d
1.24207223605071e-13,2.25597331430502,0.333,0.079,2.29125065384274e-09,2,Map4k2
1.36235304484806e-13,6.94156976226104,0.273,0.057,2.51313266183122e-09,2,St6galnac3
1.51837948419512e-13,2.20257968430445,0.333,0.079,2.80095463449474e-09,2,Cmtm7
2.508997354964e-13,0.618921550413558,0.258,0.049,4.6283474207021e-09,2,Blk
3.51715441189571e-13,4.34563969037693,0.545,0.212,6.48809474362402e-09,2,Zbtb20
6.29573730078082e-13,2.59928896230233,0.273,0.056,1.16137465987504e-08,2,Hivep3
1.20200951295536e-11,-2.50192742875917,0.348,0.095,2.21734694854875e-07,2,Cbfa2t3
3.44504553618062e-11,5.43182622369543,0.409,0.137,6.3550755005924e-07,2,Utrn
5.00605144568757e-11,1.39972693787663,0.258,0.058,9.23466310185985e-07,2,Cdk6
1.93965116266871e-10,1.30656007231939,0.485,0.182,3.57807449977497e-06,2,Tgfb1
2.64624538999981e-10,1.63210092321802,0.258,0.062,4.88152887093265e-06,2,Elk4
2.89397216952726e-10,-5.81586721069872,0.47,0.163,5.33851046112693e-06,2,Akap12
3.09785834027078e-10,1.18145478050871,0.288,0.074,5.7146192802975e-06,2,Ablim1
7.52188979460756e-10,1.35808326844944,0.424,0.151,1.38756301041126e-05,2,Zmiz1
1.32875386291749e-09,3.01496916669948,0.515,0.214,2.4511522509239e-05,2,Kansl1
1.3758907016147e-09,1.02378463169328,0.364,0.116,2.53810557726864e-05,2,Prrc2b
2.52359541797987e-09,-1.07117522549527,0.409,0.151,4.65527646754747e-05,2,Ppp1r16b
3.60905205518522e-09,-4.91202507150181,0.545,0.228,6.65761832620017e-05,2,Kcnq5
5.81220323450575e-09,1.5309282429303,0.5,0.209,0.000107217713066928,2,Mbnl1
7.75657106055826e-09,1.30840180764615,0.439,0.171,0.000143085466354118,2,Rcsd1
1.15474551286846e-08,1.06949000015799,0.258,0.07,0.000213015904758844,2,Ube4b
1.18903702331932e-08,3.82766443070032,0.545,0.246,0.000219341659691715,2,Slc12a6
1.25612975344125e-08,0.520679034199595,0.409,0.154,0.000231718255617307,2,Gse1
1.25851526927254e-08,1.64909131186074,0.288,0.086,0.000232158311722706,2,Xrcc6
1.29435307033757e-08,0.442022357084127,0.455,0.181,0.000238769310885171,2,Msi2
2.26293266585118e-08,1.98579706471992,0.303,0.096,0.000417443188869568,2,Gramd1a
2.413890010281e-08,0.752586932707833,0.273,0.08,0.000445290290196536,2,Sorcs2
2.69445849216484e-08,1.33919155143544,0.318,0.104,0.000497046758049647,2,B3gnt2
3.7636953715397e-08,1.65680148362367,0.273,0.082,0.000694288885187928,2,Cplx2
3.81291521296819e-08,-2.69047548102655,0.364,0.135,0.000703368469336242,2,Tcf4
3.84184819311126e-08,1.63915855930311,0.288,0.091,0.000708705736183234,2,Chd9
4.79852598311963e-08,1.62508742176257,0.258,0.075,0.000885184088106078,2,Ubac2
5.80960183129367e-08,2.39123157782323,0.258,0.076,0.00107169724981874,2,Gmds
6.05082248468327e-08,1.69381096404443,0.273,0.083,0.00111619522374952,2,Tut4
9.84387965550746e-08,0.452143194248403,0.273,0.085,0.00181590048005146,2,Tcf7l2
1.08894534692172e-07,1.75451280468822,0.348,0.124,0.00200877748146649,2,Kmt2a
1.15417571001677e-07,0.617320908725084,0.455,0.189,0.00212910793226793,2,Rere
1.31593434231856e-07,1.89697590288598,0.318,0.109,0.00242750408127504,2,Git2
1.42420669680903e-07,1.10131895144909,0.258,0.076,0.00262723409360362,2,Aff4
1.44280210398006e-07,0.769700106373072,0.273,0.086,0.00266153704121201,2,Tcf3
1.70886749494565e-07,2.14330424738342,0.379,0.152,0.00315234786792624,2,Ncoa2
2.74556849190341e-07,1.93431705082206,0.394,0.158,0.00506475019701422,2,Pax5
2.97084668575455e-07,-5.34353532256824,0.652,0.336,0.00548032088121143,2,Arhgap15
3.03535809874313e-07,0.92561920739754,0.303,0.103,0.00559932508475145,2,Macroh2a1
3.14171936681873e-07,-3.41298435813912,0.682,0.367,0.0057955297159705,2,Foxp1
3.33621663094946e-07,-0.587661793856509,0.485,0.205,0.00615431881911247,2,Cecr2
3.51581985014119e-07,1.83715167157631,0.288,0.097,0.00648563287755545,2,Tiam1
3.8189481357432e-07,0.987907148690672,0.333,0.123,0.00704481362600548,2,Klhl6
3.86317091116016e-07,1.01496277546518,0.273,0.089,0.00712639137981715,2,Gnb1
5.80186888730517e-07,2.65130910540974,0.364,0.143,0.0107027075364118,2,Zeb1
7.12911729100447e-07,1.30329116468792,0.379,0.154,0.0131510826667159,2,Smg1
9.67531193012762e-07,0.435943663455056,0.303,0.108,0.0178480479175064,2,Bcl7a
9.79255234232989e-07,2.67936822461505,0.273,0.093,0.0180643213058959,2,Kansl1l
1.02404116186533e-06,0.900301246212022,0.485,0.234,0.0188904873129298,2,Pag1
1.07293093527522e-06,1.20888732996617,0.439,0.203,0.019792356963022,2,Ccnd3
1.15219698564992e-06,1.47475866881919,0.303,0.115,0.0212545777942841,2,Cdk17
1.18127493311187e-06,1.7914369253512,0.318,0.121,0.0217909786911146,2,Susd1
1.32892207528321e-06,0.844595693640153,0.288,0.1,0.0245146255227494,2,Nfat5
1.42834062800913e-06,1.27561610922221,0.5,0.251,0.0263485995648844,2,Nipbl
1.44353746186866e-06,0.698131446645636,0.303,0.111,0.0266289355590912,2,Tcf12
1.88930971328929e-06,1.07080260361604,0.318,0.123,0.0348520962810475,2,Itpkb
2.43484615355457e-06,1.35733906157528,0.485,0.242,0.0449156069946212,2,Med13l
3.01209321343738e-06,0.393170469561309,0.364,0.148,0.0555640835082794,2,Huwe1
4.04465566626552e-06,1.52579786239913,0.545,0.286,0.0746117630756,2,Cux1
